Site,X2 Legacy,X2 Legacy.1,X2 Legacy.2,X2 Legacy.3,X2 Legacy.4,X2 Legacy.5,X2 Legacy.6,X2 Legacy.7,X2 Legacy.8,X2 Legacy.9,X2 Legacy.10,X2 Legacy.11,X2 Legacy.12,X2 Legacy.13,X2 Legacy.14,X2 Legacy.15,X2 Legacy.16,X2 Legacy.17,X2 Legacy.18,X2 Legacy.19,X2 Legacy.20,X2 Legacy.21
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temperature,Internal Humidity,Signal Strength,Signal Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODOSat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,[2] CTD Temp,[2] CTD Level,[2] CTD Sp Cond
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm
2021-07-01 16:40:00,3.35,3.03,12.36,0.07,11.99,106.69,68.12,,26.105,24.6,0,0,13.118,284.2,7.78,69.97,7.35,1.21,11.21,,,
2021-07-01 16:45:00,3.35,3.03,12.38,0.07,12,99.61,67.77,,26.779,24.26,0,0,,,,,,,,,,
2021-07-01 16:50:00,3.35,3.03,12.4,0.08,11.98,99.22,68.41,,26.628,24.67,0,0,13.116,284.4,7.78,69.95,7.35,1.21,11.21,,,
2021-07-01 16:55:00,3.35,3.03,12.39,0.08,11.98,98.97,70.02,,26.357,25.08,0,0,13.116,284.3,7.77,69.98,7.35,1.21,11.21,,,
2021-07-01 17:00:00,3.35,3.03,12.42,0.05,11.99,101.03,70.7,,26.185,25.19,0,0,13.117,284.3,7.77,70.01,7.35,1.21,11.21,,,
2021-07-01 17:05:00,3.35,3.03,12.37,0.11,11.99,99.12,70.61,,25.984,25.3,0,0,13.118,284.2,7.77,70.01,7.35,1.21,11.21,,,
2021-07-01 17:10:00,3.35,3.03,12.37,0.09,12,100.29,70.51,,25.772,25.31,0,0,13.118,284.2,7.77,70.04,7.36,1.21,11.2,,,
2021-07-01 17:15:00,3.35,3.03,12.38,0.1,11.99,94.97,70.02,,25.581,25.31,0,0,13.119,284.2,7.77,70.05,7.36,1.21,11.21,,,
2021-07-01 17:20:00,3.35,3.03,12.39,0.06,11.98,101.51,72.95,,25.4,25.23,0,0,13.12,284.3,7.77,69.99,7.35,1.21,11.2,,,
2021-07-01 17:25:00,3.35,3.03,12.4,0.08,11.99,95.8,69.09,,25.229,25.24,0,0,13.12,284.3,7.77,70.03,7.35,1.21,11.21,,,
2021-07-01 17:30:00,3.35,3.03,12.36,0.06,11.99,101.51,69.82,,25.098,25.14,0,0,13.119,284.4,7.77,70.04,7.35,1.21,11.21,,,
2021-07-01 17:35:00,3.35,3.03,12.39,0.09,11.99,107.32,83.5,,24.977,25.05,0,0,13.119,284.4,7.77,70.03,7.35,1.21,11.21,,,
2021-07-01 17:40:00,3.35,3.03,12.38,0.11,12.01,99.27,70.36,,24.886,25.05,0,0,13.118,284.3,7.77,70.02,7.35,1.21,11.2,,,
2021-07-01 17:45:00,3.35,3.03,12.38,0.1,12,96.58,67.48,,24.836,24.95,0,0,13.118,284.3,7.77,70.03,7.35,1.21,11.21,,,
2021-07-01 17:50:00,3.35,3.03,12.36,0.09,11.99,100.15,71.14,,24.755,24.96,0,0,13.118,284.4,7.77,70.04,7.36,1.21,11.21,,,
2021-07-01 17:55:00,3.35,3.03,12.39,0.08,11.99,98.78,70.65,,24.665,24.96,0,0,13.117,284.4,7.77,70.05,7.36,1.21,11.21,,,
2021-07-01 18:00:00,3.35,3.03,12.38,0.07,11.98,101.71,71.78,,24.584,24.87,0,0,13.118,284.5,7.77,70.02,7.35,1.21,11.21,,,
2021-07-01 18:05:00,3.35,3.03,12.38,0.08,12.01,94.43,68.9,,24.514,24.88,0,0,13.118,284.5,7.76,70.04,7.36,1.21,11.21,,,
2021-07-01 18:10:00,3.35,3.03,12.36,0.07,11.99,99.9,71.44,,24.433,24.88,0,0,13.118,284.4,7.77,70.03,7.35,1.21,11.21,,,
2021-07-01 18:15:00,3.35,3.03,12.35,0.08,11.99,96.48,68.95,,24.423,24.77,0,0,13.117,284.5,7.76,70.02,7.35,1.21,11.21,,,
2021-07-01 18:20:00,3.35,3.03,12.38,0.06,11.99,100.29,70.41,,24.514,24.77,0,0,13.117,284.5,7.76,70.04,7.35,1.21,11.21,,,
2021-07-01 18:25:00,3.35,3.03,12.37,0.08,11.99,97.75,70.41,,24.614,24.66,0,0,13.117,284.6,7.76,70.04,7.35,1.21,11.21,,,
2021-07-01 18:30:00,3.35,3.03,12.38,0.1,12,100.49,69.92,,24.604,24.76,0,0,13.118,284.6,7.76,70.05,7.36,1.21,11.21,,,
2021-07-01 18:35:00,3.35,3.03,12.37,0.07,12,100.98,73,,24.614,24.76,0,0,13.117,284.6,7.76,70.03,7.35,1.21,11.21,,,
2021-07-01 18:40:00,3.35,3.03,12.39,0.07,11.99,99.46,68.26,,24.725,24.76,0,0,13.117,284.6,7.76,70.04,7.36,1.21,11.21,,,
2021-07-01 18:45:00,3.35,3.03,12.39,0.08,11.98,98.49,67.24,,24.775,24.76,0,0,13.117,284.7,7.76,70.04,7.36,1.21,11.21,,,
2021-07-01 18:50:00,3.35,3.03,12.39,0.07,11.99,96.48,65.97,,24.735,24.76,0,0,13.116,284.6,7.76,70.03,7.35,1.21,11.21,,,
2021-07-01 18:55:00,3.35,3.03,12.38,0.06,12.01,96.92,73.68,,24.765,24.76,0,0,13.116,284.6,7.76,70.03,7.35,1.21,11.21,,,
2021-07-01 19:00:00,3.35,3.03,12.39,0.09,12,100.15,69.29,,24.856,24.75,0,0,13.116,284.6,7.76,70.03,7.35,1.21,11.21,,,
2021-07-01 19:05:00,3.35,3.03,12.38,0.08,11.98,96.19,69.73,,24.957,24.75,0,0,13.116,284.6,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 19:10:00,3.35,3.03,12.37,0.07,11.99,98.39,69.92,,25.098,24.74,0,0,13.117,284.6,7.76,70.04,7.36,1.21,11.21,,,
2021-07-01 19:15:00,3.35,3.03,12.4,0.08,12,101.27,68.55,,25.168,24.74,0,0,13.116,284.6,7.76,70.05,7.36,1.21,11.2,,,
2021-07-01 19:20:00,3.35,3.03,12.38,0.07,11.98,99.32,69.34,,25.128,24.84,0,0,13.117,284.6,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 19:25:00,3.35,3.03,12.42,0.1,12,101.12,69.14,,25.138,24.94,0,0,13.116,284.6,7.76,70.05,7.36,1.21,11.21,,,
2021-07-01 19:30:00,3.35,3.03,12.41,0.08,12,98.49,69.82,,25.309,24.83,0,0,13.116,284.6,7.76,70.02,7.35,1.21,11.21,,,
2021-07-01 19:35:00,3.35,3.03,12.37,0.09,11.98,95.61,67.33,,25.349,24.83,0,0,13.116,284.6,7.76,70.05,7.36,1.21,11.21,,,
2021-07-01 19:40:00,3.35,3.03,12.39,0.08,12.01,100.05,69.78,,25.309,24.93,0,0,13.116,284.7,7.76,70.04,7.35,1.21,11.2,,,
2021-07-01 19:45:00,3.35,3.03,12.33,0.09,12,98.83,70.21,,25.219,25.04,0,0,13.116,284.6,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 19:50:00,3.35,3.03,12.39,0.05,11.98,100.83,71,,25.108,25.04,0,0,13.116,284.6,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 19:55:00,3.35,3.03,12.38,0.08,11.99,100.2,76.86,,25.027,25.05,0,0,13.116,284.6,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 20:00:00,3.35,3.03,12.36,0.09,11.99,106.01,75.49,,25.078,24.94,0,0,13.117,284.6,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:05:00,3.35,3.03,12.38,0.07,12,100.29,71.34,,25.229,24.84,0,0,13.115,284.6,7.76,70.07,7.36,1.21,11.2,,,
2021-07-01 20:10:00,3.35,3.03,12.37,0.08,11.98,94.73,68.02,,25.309,24.83,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:15:00,3.35,3.03,12.36,0.08,11.98,95.85,70.31,,25.289,24.94,0,0,13.116,284.6,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:20:00,3.35,3.03,12.38,0.08,11.97,98.83,69.38,,25.208,24.94,0,0,13.117,284.6,7.76,70.05,7.36,1.21,11.21,,,
2021-07-01 20:25:00,3.35,3.03,12.37,0.09,11.99,99.8,76.03,,25.158,24.94,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 20:30:00,3.35,3.03,12.37,0.09,11.98,99.02,69.48,,25.208,24.94,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:35:00,3.35,3.03,12.38,0.06,11.99,97.61,70.51,,25.128,24.94,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:40:00,3.35,3.03,12.4,0.07,11.99,100.34,72.41,,25.057,24.95,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 20:45:00,3.35,3.03,12.4,0.07,12,98.97,72.36,,24.977,24.95,0,0,13.116,284.7,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 20:50:00,3.35,3.03,12.38,0.08,11.98,99.56,72.61,,24.947,24.95,0,0,13.116,284.8,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 20:55:00,3.35,3.03,12.38,0.07,11.98,95.26,68.07,,24.886,24.95,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:00:00,3.35,3.04,12.39,0.08,11.97,100.88,72.95,,24.806,24.96,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:05:00,3.35,3.03,12.4,0.07,11.97,98.63,67.58,,24.735,24.87,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:10:00,3.35,3.03,12.4,0.08,11.99,100.93,77.64,,24.695,24.87,0,0,13.115,284.6,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:15:00,3.35,3.03,12.39,0.07,11.99,99.07,69.68,,24.846,24.85,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:20:00,3.35,3.03,12.39,0.06,12,100.54,78.22,,24.916,24.75,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 21:25:00,3.35,3.03,12.4,0.08,12,98.63,69.53,,24.906,24.85,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 21:30:00,3.35,3.03,12.38,0.09,11.98,101.61,71.04,,24.836,24.85,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 21:35:00,3.35,3.03,12.36,0.07,12,112.6,88.04,,24.725,24.87,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:40:00,3.35,3.03,12.38,0.07,11.99,97.95,69.97,,24.735,24.87,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:45:00,3.35,3.03,12.39,0.09,11.99,98.49,69.24,,24.886,24.75,0,0,13.116,284.6,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 21:50:00,3.35,3.03,12.38,0.08,12.01,99.9,72.17,,25.037,24.75,0,0,13.117,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 21:55:00,3.35,3.03,12.39,0.09,11.99,99.27,70.75,,25.027,24.85,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 22:00:00,3.35,3.03,12.37,0.06,11.99,102.05,71,,25.007,24.85,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 22:05:00,3.35,3.03,12.38,0.08,12,97.75,68.55,,25.098,24.84,0,0,13.116,284.7,7.76,70.05,7.36,1.21,11.2,,,
2021-07-01 22:10:00,3.35,3.03,12.39,0.07,11.98,102.49,83.59,,25.138,24.84,0,0,13.116,284.8,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 22:15:00,3.35,3.03,12.36,0.05,11.98,98.58,71.34,,25.067,24.94,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 22:20:00,3.35,3.03,12.39,0.09,11.98,94.29,69.48,,25.037,24.95,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 22:25:00,3.35,3.03,12.39,0.1,11.97,96.34,68.65,,25.108,24.84,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 22:30:00,3.35,3.03,12.39,0.1,11.99,98.29,69.04,,25.279,24.84,0,0,13.115,284.7,7.76,70.09,7.36,1.21,11.21,,,
2021-07-01 22:35:00,3.35,3.03,12.43,0.08,11.97,98.97,70.61,,25.279,24.84,0,0,13.116,284.7,7.76,70.11,7.36,1.21,11.21,,,
2021-07-01 22:40:00,3.35,3.03,12.39,0.07,11.98,98.29,70.07,,25.229,24.94,0,0,13.116,284.8,7.76,70.09,7.36,1.21,11.21,,,
2021-07-01 22:45:00,3.35,3.03,12.37,0.04,12,99.37,71.09,,25.259,24.94,0,0,13.117,284.7,7.76,70.09,7.36,1.21,11.21,,,
2021-07-01 22:50:00,3.35,3.03,12.38,0.04,11.99,99.95,71.88,,25.329,24.93,0,0,13.115,284.7,7.76,70.09,7.36,1.21,11.21,,,
2021-07-01 22:55:00,3.35,3.03,12.37,0.09,11.97,100.78,71.19,,25.43,24.93,0,0,13.116,284.8,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 23:00:00,3.35,3.03,12.4,0.06,12,100.39,71.88,,25.531,24.93,0,0,13.116,284.7,7.76,70.06,7.36,1.21,11.21,,,
2021-07-01 23:05:00,3.35,3.03,12.39,0.09,11.99,101.81,70.46,,25.631,24.91,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-01 23:10:00,3.35,3.03,12.39,0.08,12,95.8,68.85,,25.682,24.91,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-01 23:15:00,3.35,3.03,12.38,0.06,11.98,101.51,75.1,,25.621,25.01,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:20:00,3.35,3.03,12.39,0.1,12,97.9,68.36,,25.541,25.01,0,0,13.115,284.7,7.76,70.03,7.35,1.21,11.21,,,
2021-07-01 23:25:00,3.35,3.03,12.38,0.08,12,98.39,68.75,,25.48,25.13,0,0,13.115,284.7,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:30:00,3.35,3.03,12.41,0.05,12.01,98.68,69.58,,25.46,25.02,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:35:00,3.35,3.03,12.4,0.09,11.98,96.09,66.75,,25.41,25.02,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:40:00,3.35,3.03,12.37,0.07,12.01,119.58,87.79,,25.4,25.02,0,0,13.117,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:45:00,3.35,3.03,12.39,0.08,12.01,97.75,66.11,,25.38,25.02,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-01 23:50:00,3.35,3.03,12.35,0.09,11.98,95.61,66.85,,25.38,25.02,0,0,13.116,284.7,7.76,70.04,7.35,1.21,11.21,,,
2021-07-01 23:55:00,3.35,3.03,12.38,0.11,11.99,100.15,72.22,,25.38,25.02,0,0,13.116,284.7,7.76,70.07,7.36,1.21,11.21,,,
2021-07-02 00:00:00,3.35,3.03,12.34,0.11,12,101.9,75.54,,25.359,25.02,0,0,13.116,284.8,7.76,70.07,7.36,1.21,11.21,,,
2021-07-02 00:05:00,3.35,3.03,12.38,0.07,11.98,114.79,88.33,,25.329,25.02,0,0,13.116,284.8,7.76,70.07,7.36,1.21,11.21,,,
2021-07-02 00:10:00,3.35,3.03,12.36,0.07,12,98.39,70.9,,25.178,25.04,0,0,13.117,284.8,7.76,70.07,7.36,1.21,11.21,,,
2021-07-02 00:15:00,3.35,3.03,12.37,0.07,11.98,96,66.65,,25.158,25.04,0,0,13.116,284.7,7.76,70.08,7.36,1.21,11.21,,,
2021-07-02 00:20:00,3.35,3.04,12.36,0.07,11.99,95.9,67.68,,25.178,24.94,0,0,13.116,284.8,7.76,70.07,7.36,1.21,11.21,,,
2021-07-02 00:25:00,3.35,3.04,12.37,0.09,11.99,100.54,70.51,,25.098,24.94,0,0,13.116,284.8,7.76,70.09,7.36,1.21,11.21,,,
2021-07-02 00:30:00,3.35,3.03,12.38,0.08,11.99,99.8,69.48,,25.078,24.94,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-02 00:35:00,3.35,3.03,12.37,0.05,12,100.98,70.9,,25.208,24.84,0,0,13.115,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 00:40:00,3.35,3.03,12.4,0.06,11.97,96.09,70.46,,25.329,24.83,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 00:45:00,3.35,3.03,12.4,0.09,11.99,98.88,71.29,,25.279,24.94,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 00:50:00,3.35,3.03,12.38,0.06,12.01,100.05,71.09,,25.279,24.94,0,0,13.115,284.8,7.76,70.09,7.36,1.21,11.21,,,
2021-07-02 00:55:00,3.35,3.03,12.37,0.06,12,97.56,67.43,,25.319,24.93,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-02 01:00:00,3.35,3.04,12.36,0.06,11.98,95.56,68.6,,25.43,24.93,0,0,13.117,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-02 01:05:00,3.35,3.03,12.38,0.08,11.98,98.05,71.63,,25.531,24.93,0,0,13.115,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 01:10:00,3.35,3.03,12.38,0.1,11.97,102.69,70.75,,25.631,24.91,0,0,13.117,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 01:15:00,3.35,3.03,12.35,0.07,11.98,97.07,67.43,,25.722,24.91,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 01:20:00,3.35,3.03,12.39,0.11,11.98,99.17,70.56,,25.843,25,0,0,13.116,284.8,7.76,70.09,7.36,1.21,11.21,,,
2021-07-02 01:25:00,3.35,3.03,12.39,0.06,12,95.8,68.85,,25.913,25,0,0,13.116,284.8,7.76,70.08,7.36,1.21,11.21,,,
2021-07-02 01:30:00,3.35,3.03,12.4,0.11,11.99,99.02,71.83,,25.913,25,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 01:35:00,3.35,3.03,12.36,0.06,11.99,103.42,71.09,,25.782,25.1,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 01:40:00,3.35,3.04,12.36,0.07,11.98,98.78,68.7,,25.621,25.21,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 01:45:00,3.35,3.04,12.39,0.06,12.01,100.1,68.02,,25.47,25.23,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 01:50:00,3.35,3.03,12.43,0.07,11.99,98.97,71.53,,25.309,25.13,0,0,13.116,284.9,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 01:55:00,3.35,3.03,12.37,0.09,11.99,98.34,66.89,,25.259,25.14,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 02:00:00,3.35,3.03,12.37,0.07,12.01,102.59,71.39,,25.359,25.02,0,0,13.117,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 02:05:00,3.35,3.04,12.35,0.06,11.99,100.83,71.68,,25.46,24.93,0,0,13.116,284.8,7.76,70.06,7.36,1.21,11.21,,,
2021-07-02 02:10:00,3.35,3.04,12.39,0.08,11.99,101.07,73.63,,25.48,24.93,0,0,13.115,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 02:15:00,3.35,3.03,12.36,0.08,12,100.73,70.95,,25.359,25.02,0,0,13.116,284.8,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 02:20:00,3.35,3.04,12.4,0.08,11.99,99.12,70.56,,25.289,25.04,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 02:25:00,3.35,3.03,12.4,0.06,11.97,96.73,66.06,,25.229,25.04,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 02:30:00,3.35,3.04,12.38,0.09,11.98,98.97,68.55,,25.168,25.04,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 02:35:00,3.35,3.03,12.34,0.09,11.98,99.51,71.88,,25.078,25.04,0,0,13.116,284.8,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 02:40:00,3.35,3.04,12.35,0.06,12.01,103.47,71.63,,25.138,24.94,0,0,13.117,284.8,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 02:45:00,3.35,3.03,12.39,0.07,11.99,99.07,70.36,,25.289,24.84,0,0,13.117,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 02:50:00,3.35,3.03,12.38,0.07,11.99,96.78,67.58,,25.309,24.93,0,0,13.116,284.8,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 02:55:00,3.35,3.04,12.38,0.08,11.99,95.61,68.12,,25.259,24.94,0,0,13.116,284.9,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 03:00:00,3.35,3.04,12.41,0.09,11.99,99.22,67.24,,25.289,24.94,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 03:05:00,3.35,3.03,12.4,0.08,12.01,116.7,85.89,,25.46,24.83,0,0,13.117,284.9,7.76,70.09,7.36,1.21,11.21,,,
2021-07-02 03:10:00,3.35,3.03,12.38,0.08,11.98,120.85,82.08,,25.48,24.93,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 03:15:00,3.35,3.03,12.34,0.11,11.98,118.02,87.94,,25.43,25.02,0,0,13.116,284.9,7.76,70.09,7.36,1.21,11.21,,,
2021-07-02 03:20:00,3.35,3.03,12.37,0.07,11.99,115.92,88.04,,25.46,25.02,0,0,13.116,284.9,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 03:25:00,3.35,3.03,12.36,0.07,11.98,116.11,86.43,,25.511,24.93,0,0,13.116,284.9,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 03:30:00,3.35,3.03,12.38,0.1,12,121.73,83.79,,25.581,24.91,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 03:35:00,3.35,3.03,12.39,0.05,12,113.92,85.74,,25.662,24.91,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 03:40:00,3.35,3.04,12.39,0.06,11.99,110.25,84.38,,25.732,25.01,0,0,13.117,284.9,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 03:45:00,3.35,3.03,12.37,0.07,11.99,117.43,88.28,,25.813,25,0,0,13.116,284.9,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 03:50:00,3.35,3.03,12.38,0.09,11.99,114.4,84.28,,25.903,25,0,0,13.116,284.9,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 03:55:00,3.35,3.04,12.37,0.08,11.97,115.09,89.16,,25.984,25,0,0,13.116,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 04:00:00,3.35,3.03,12.4,0.06,12.01,113.33,85.11,,25.934,25.1,0,0,13.116,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 04:05:00,3.35,3.03,12.41,0.1,11.97,120.65,82.96,,25.803,25.2,0,0,13.116,284.9,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 04:10:00,3.35,3.03,12.37,0.06,11.98,110.64,85.99,,25.652,25.21,0,0,13.116,284.9,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 04:15:00,3.35,3.03,12.39,0.06,11.98,104.2,71.19,,25.601,25.12,0,0,13.116,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 04:20:00,3.35,3.03,12.37,0.07,11.98,113.48,85.11,,25.48,25.13,0,0,13.116,284.9,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 04:25:00,3.35,3.04,12.4,0.08,11.98,115.04,88.04,,25.46,25.13,0,0,13.116,284.8,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 04:30:00,3.35,3.04,12.37,0.1,11.99,118.02,80.66,,25.541,25.01,0,0,13.117,284.9,7.76,70.12,7.36,1.21,11.21,,,
2021-07-02 04:35:00,3.35,3.03,12.37,0.07,11.99,114.99,85.35,,25.601,25.01,0,0,13.117,284.8,7.76,70.11,7.36,1.21,11.21,,,
2021-07-02 04:40:00,3.35,3.04,12.38,0.06,12,109.72,73.73,,25.511,25.02,0,0,13.116,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 04:45:00,3.35,3.03,12.38,0.06,11.98,117.09,88.72,,25.48,25.02,0,0,13.117,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 04:50:00,3.35,3.04,12.41,0.09,11.98,118.41,89.16,,25.531,25.02,0,0,13.116,284.8,7.76,70.14,7.37,1.21,11.21,,,
2021-07-02 04:55:00,3.35,3.03,12.39,0.07,11.97,117.14,87.5,,25.652,25.01,0,0,13.115,284.8,7.76,70.14,7.37,1.21,11.21,,,
2021-07-02 05:00:00,3.35,3.03,12.42,0.05,11.99,114.79,83.84,,25.662,25.01,0,0,13.117,284.9,7.76,70.13,7.36,1.21,11.22,,,
2021-07-02 05:05:00,3.35,3.04,12.39,0.08,12,117.68,87.45,,25.581,25.01,0,0,13.117,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 05:10:00,3.35,3.04,12.4,0.06,12,96.19,67.48,,25.43,25.13,0,0,13.117,284.8,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 05:15:00,3.35,3.04,12.36,0.06,11.98,114.65,74.76,,25.279,25.14,0,0,13.116,284.8,7.76,70.13,7.36,1.21,11.2,,,
2021-07-02 05:20:00,3.35,3.03,12.38,0.09,11.99,120.8,88.28,,25.158,25.14,0,0,13.116,284.9,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 05:25:00,3.35,3.04,12.43,0.08,11.98,98.29,68.07,,25.098,25.04,0,0,13.116,284.8,7.76,70.14,7.37,1.21,11.21,,,
2021-07-02 05:30:00,3.35,3.04,12.39,0.06,11.99,116.5,87.84,,25.037,24.95,0,0,13.117,284.9,7.76,70.13,7.36,1.21,11.21,,,
2021-07-02 05:35:00,3.35,3.04,12.38,0.07,11.99,115.87,88.23,,25.007,24.95,0,0,13.116,284.8,7.76,70.15,7.37,1.21,11.21,,,
2021-07-02 05:40:00,3.35,3.04,12.41,0.05,11.99,117.63,87.89,,24.977,24.95,0,0,13.116,284.8,7.76,70.1,7.36,1.21,11.21,,,
2021-07-02 05:45:00,3.35,3.03,12.38,0.08,11.99,119.58,81.64,,24.906,24.95,0,0,13.117,284.9,7.76,70.14,7.37,1.21,11.21,,,
2021-07-02 05:50:00,3.35,3.03,12.38,0.05,12,109.96,83.45,,24.806,24.96,0,0,13.116,284.9,7.76,70.15,7.37,1.21,11.21,,,
2021-07-02 05:55:00,3.35,3.03,12.4,0.04,12,115.77,88.13,,24.755,24.87,0,0,13.116,284.9,7.76,70.13,7.36,1.21,11.21,,,
