Site,X2 Legacy,X2 Legacy.1,X2 Legacy.2,X2 Legacy.3,X2 Legacy.4,X2 Legacy.5,X2 Legacy.6,X2 Legacy.7,X2 Legacy.8,X2 Legacy.9,X2 Legacy.10,X2 Legacy.11,X2 Legacy.12,X2 Legacy.13,X2 Legacy.14,X2 Legacy.15,X2 Legacy.16,X2 Legacy.17,X2 Legacy.18,X2 Legacy.19,X2 Legacy.20,X2 Legacy.21
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temperature,Internal Humidity,Signal Strength,Signal Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODOSat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,[2] CTD Temp,[2] CTD Level,[2] CTD Sp Cond
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm
2021-07-08 10:40:00,3.35,3.03,12.39,0.07,11.99,101.42,72.22,,23.859,24.62,0,0,13.118,284.4,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 10:45:00,3.35,3.03,12.38,0.05,11.99,102.93,72.36,,23.799,24.62,0,0,13.118,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 10:50:00,3.35,3.03,12.37,0.06,12,94.63,71.63,,23.768,24.62,0,0,13.117,284.5,7.78,70.88,7.44,1.21,11.21,,,
2021-07-08 10:55:00,3.35,3.03,12.41,0.08,12.01,98.88,70.26,,23.768,24.62,0,0,13.117,284.5,7.78,70.89,7.44,1.21,11.2,,,
2021-07-08 11:00:00,3.35,3.03,12.38,0.08,11.98,98.68,70.17,,23.778,24.62,0,0,13.117,284.5,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 11:05:00,3.35,3.03,12.38,0.07,12.01,100.63,69.48,,23.809,24.62,0,0,13.117,284.5,7.78,70.88,7.44,1.21,11.21,,,
2021-07-08 11:10:00,3.35,3.03,12.37,0.07,11.99,102.2,72.27,,23.799,24.62,0,0,13.116,284.4,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 11:15:00,3.35,3.03,12.42,0.08,11.98,100.1,72.95,,23.778,24.62,0,0,13.118,284.5,7.78,70.9,7.44,1.21,11.21,,,
2021-07-08 11:20:00,3.35,3.03,12.42,0.04,11.99,101.71,71.53,,23.768,24.62,0,0,13.117,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 11:25:00,3.35,3.03,12.39,0.1,11.98,98.78,70.26,,23.768,24.62,0,0,13.117,284.5,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 11:30:00,3.35,3.03,12.36,0.08,11.99,100.1,72.02,,23.809,24.62,0,0,13.117,284.4,7.78,70.88,7.44,1.21,11.21,,,
2021-07-08 11:35:00,3.35,3.03,12.36,0.08,12.01,99.46,69.04,,23.859,24.62,0,0,13.117,284.5,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 11:40:00,3.35,3.03,12.4,0.07,11.98,101.12,72.8,,23.909,24.6,0,0,13.116,284.5,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 11:45:00,3.35,3.03,12.37,0.08,12,95.02,68.51,,23.95,24.6,0,0,13.116,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 11:50:00,3.35,3.03,12.36,0.07,11.99,100.2,69.73,,23.99,24.6,0,0,13.116,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 11:55:00,3.35,3.03,12.39,0.09,11.99,100.88,70.8,,24.02,24.6,0,0,13.117,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 12:00:00,3.35,3.03,12.39,0.06,12,99.12,67.77,,24.05,24.6,0,0,13.117,284.5,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 12:05:00,3.35,3.03,12.38,0.05,11.99,97.31,69.87,,24.081,24.6,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 12:10:00,3.35,3.03,12.36,0.1,11.98,101.42,72.17,,24.06,24.6,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 12:15:00,3.35,3.03,12.43,0.08,11.98,100.29,69.24,,24.03,24.6,0,0,13.118,284.5,7.78,70.88,7.44,1.21,11.21,,,
2021-07-08 12:20:00,3.35,3.03,12.39,0.06,11.98,96.53,70.9,,23.99,24.7,0,0,13.117,284.5,7.77,70.86,7.44,1.21,11.21,,,
2021-07-08 12:25:00,3.35,3.03,12.35,0.11,11.98,96.92,69.19,,23.96,24.7,0,0,13.114,284.4,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 12:30:00,3.35,3.03,12.4,0.07,12,97.41,67.38,,23.919,24.7,0,0,13.118,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 12:35:00,3.35,3.03,12.42,0.06,11.98,100.49,69.04,,23.859,24.71,0,0,13.117,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 12:40:00,3.35,3.03,12.38,0.1,12,98.19,68.6,,23.809,24.62,0,0,13.117,284.4,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 12:45:00,3.35,3.03,12.38,0.07,12,99.8,70.21,,23.758,24.62,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 12:50:00,3.35,3.03,12.38,0.07,11.99,101.37,73,,23.738,24.62,0,0,13.116,284.4,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 12:55:00,3.35,3.03,12.39,0.07,11.99,98.68,77.2,,23.758,24.62,0,0,13.117,284.4,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 13:00:00,3.35,3.03,12.38,0.05,11.99,98.19,67.87,,23.738,24.62,0,0,13.116,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 13:05:00,3.35,3.03,12.39,0.07,11.98,96.24,66.65,,23.728,24.62,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 13:10:00,3.35,3.03,12.37,0.1,12,99.32,72.8,,23.708,24.62,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 13:15:00,3.35,3.03,12.37,0.06,11.99,100.59,71.34,,23.688,24.62,0,0,13.118,284.5,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 13:20:00,3.35,3.03,12.37,0.06,11.97,100.15,70.65,,23.708,24.51,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 13:25:00,3.35,3.03,12.4,0.06,11.98,101.32,71.39,,23.738,24.51,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 13:30:00,3.35,3.03,12.38,0.06,11.99,97.12,67.77,,23.738,24.51,0,0,13.117,284.5,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 13:35:00,3.35,3.03,12.37,0.06,11.99,96.09,67.38,,23.738,24.62,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 13:40:00,3.35,3.03,12.36,0.07,12,100.34,68.41,,23.758,24.51,0,0,13.116,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 13:45:00,3.35,3.03,12.4,0.08,11.99,100.78,70.12,,23.768,24.51,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 13:50:00,3.35,3.03,12.39,0.06,12,98.49,69.43,,23.799,24.51,0,0,13.116,284.4,7.78,70.9,7.45,1.21,11.21,,,
2021-07-08 13:55:00,3.35,3.03,12.35,0.07,11.99,97.07,71.19,,23.839,24.51,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 14:00:00,3.35,3.03,12.4,0.06,11.99,100.78,73.1,,23.829,24.62,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 14:05:00,3.35,3.03,12.38,0.08,11.98,98.58,70.17,,23.839,24.62,0,0,13.116,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 14:10:00,3.35,3.03,12.38,0.07,11.99,101.07,69.63,,23.829,24.62,0,0,13.118,284.5,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 14:15:00,3.35,3.03,12.39,0.08,12,100.15,71.78,,23.829,24.62,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 14:20:00,3.35,3.03,12.41,0.1,11.98,99.17,70.07,,23.829,24.62,0,0,13.118,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 14:25:00,3.35,3.03,12.36,0.07,12,101.03,72.36,,23.839,24.62,0,0,13.118,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 14:30:00,3.35,3.03,12.36,0.09,11.98,103.32,79.69,,23.829,24.62,0,0,13.118,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 14:35:00,3.35,3.03,12.39,0.06,12.01,102.15,73.05,,23.809,24.62,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 14:40:00,3.35,3.03,12.41,0.07,12.01,101.12,71.73,,23.778,24.62,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 14:45:00,3.35,3.03,12.39,0.09,11.99,99.12,69.73,,23.758,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 14:50:00,3.35,3.03,12.38,0.06,12.01,99.46,68.8,,23.758,24.62,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 14:55:00,3.35,3.03,12.36,0.07,12.01,102.69,71.68,,23.768,24.62,0,0,13.117,284.5,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 15:00:00,3.35,3.03,12.36,0.08,11.99,101.51,72.36,,23.778,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 15:05:00,3.35,3.03,12.34,0.05,12.01,96.48,67.48,,23.799,24.51,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 15:10:00,3.35,3.03,12.37,0.09,11.99,101.86,71.29,,23.758,24.62,0,0,13.117,284.4,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 15:15:00,3.35,3.03,12.36,0.07,12,100.68,71.92,,23.738,24.62,0,0,13.117,284.5,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 15:20:00,3.35,3.03,12.4,0.08,11.98,99.32,71.39,,23.708,24.62,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 15:25:00,3.35,3.03,12.37,0.07,12,100.59,74.8,,23.678,24.62,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 15:30:00,3.35,3.03,12.38,0.06,11.98,97.22,67.77,,23.647,24.62,0,0,13.118,284.4,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 15:35:00,3.35,3.03,12.38,0.08,11.99,95.9,71.34,,23.617,24.62,0,0,13.118,284.5,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 15:40:00,3.35,3.03,12.41,0.07,11.98,101.32,71.68,,23.617,24.52,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 15:45:00,3.35,3.03,12.4,0.05,11.97,104.93,85.69,,23.627,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 15:50:00,3.35,3.03,12.38,0.06,11.98,103.81,83.84,,23.617,24.52,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 15:55:00,3.35,3.03,12.4,0.05,11.98,104.88,84.47,,23.607,24.52,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 16:00:00,3.35,3.03,12.36,0.06,12,105.66,85.89,,23.587,24.52,0,0,13.118,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 16:05:00,3.35,3.03,12.39,0.09,11.98,115.38,84.03,,23.557,24.52,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 16:10:00,3.35,3.03,12.37,0.08,11.99,99.71,71.09,,23.547,24.52,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 16:15:00,3.35,3.03,12.38,0.07,11.98,103.81,82.71,,23.557,24.52,0,0,13.118,284.5,7.78,70.93,7.45,1.21,11.2,,,
2021-07-08 16:20:00,3.35,3.03,12.41,0.07,12.01,107.23,85.94,,23.587,24.52,0,0,13.117,284.4,7.78,70.89,7.44,1.21,11.21,,,
2021-07-08 16:25:00,3.35,3.03,12.37,0.08,11.99,105.86,85.94,,23.607,24.52,0,0,13.118,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 16:30:00,3.35,3.03,12.4,0.06,11.99,105.66,85.64,,23.647,24.51,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 16:35:00,3.35,3.03,12.37,0.09,11.99,119.43,88.53,,23.678,24.51,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 16:40:00,3.35,3.03,12.38,0.09,11.99,114.84,88.53,,23.708,24.51,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 16:45:00,3.35,3.03,12.39,0.07,11.98,96.68,70.65,,23.738,24.51,0,0,13.118,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 16:50:00,3.35,3.03,12.4,0.07,12.01,105.81,85.3,,23.758,24.51,0,0,13.117,284.5,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 16:55:00,3.35,3.03,12.39,0.06,11.98,106.3,86.04,,23.738,24.51,0,0,13.118,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 17:00:00,3.35,3.03,12.39,0.09,11.97,104.79,85.6,,23.728,24.51,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 17:05:00,3.35,3.03,12.37,0.07,11.99,105.13,86.38,,23.688,24.51,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 17:10:00,3.35,3.03,12.37,0.05,12,119.87,85.5,,23.678,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 17:15:00,3.35,3.03,12.42,0.07,11.98,116.06,88.53,,23.647,24.62,0,0,13.118,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 17:20:00,3.35,3.03,12.41,0.07,12,107.32,85.74,,23.627,24.62,0,0,13.117,284.5,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 17:25:00,3.35,3.03,12.38,0.08,11.98,104.3,86.72,,23.627,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 17:30:00,3.35,3.03,12.37,0.08,11.98,111.08,88.13,,23.607,24.52,0,0,13.117,284.5,7.78,70.91,7.45,1.21,11.21,,,
2021-07-08 17:35:00,3.35,3.03,12.38,0.05,12,106.79,85.01,,23.627,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 17:40:00,3.35,3.03,12.39,0.07,11.98,106.59,86.47,,23.658,24.51,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.22,,,
2021-07-08 17:45:00,3.35,3.03,12.37,0.07,11.99,104.3,86.33,,23.688,24.51,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 17:50:00,3.35,3.03,12.39,0.07,12,101.22,81.98,,23.708,24.51,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 17:55:00,3.35,3.03,12.37,0.08,12,117.87,77.49,,23.738,24.51,0,0,13.117,284.4,7.78,70.92,7.45,1.21,11.2,,,
2021-07-08 18:00:00,3.35,3.03,12.4,0.05,11.98,107.28,85.25,,23.738,24.51,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:05:00,3.35,3.03,12.4,0.05,12,107.91,85.94,,23.758,24.51,0,0,13.116,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:10:00,3.35,3.03,12.39,0.08,12,113.62,77.2,,23.758,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 18:15:00,3.35,3.03,12.39,0.07,12,103.81,86.47,,23.778,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:20:00,3.35,3.03,12.38,0.06,11.99,112.89,83.84,,23.809,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 18:25:00,3.35,3.03,12.41,0.09,11.99,113.62,86.77,,23.809,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:30:00,3.35,3.03,12.37,0.07,11.98,102.83,83.45,,23.799,24.62,0,0,13.117,284.5,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 18:35:00,3.35,3.03,12.4,0.09,11.99,110.25,83.54,,23.768,24.62,0,0,13.117,284.5,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 18:40:00,3.35,3.03,12.35,0.09,12,105.47,85.45,,23.768,24.62,0,0,13.117,284.5,7.78,70.92,7.45,1.21,11.21,,,
2021-07-08 18:45:00,3.35,3.03,12.42,0.09,11.97,103.86,82.57,,23.738,24.62,0,0,13.117,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:50:00,3.35,3.03,12.4,0.08,11.98,106.49,85.4,,23.728,24.62,0,0,13.118,284.4,7.78,70.93,7.45,1.21,11.21,,,
2021-07-08 18:55:00,3.35,3.03,12.36,0.05,11.99,106.45,85.79,,23.688,24.62,0,0,13.118,284.4,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 19:00:00,3.35,3.03,12.4,0.09,11.98,116.8,82.28,,23.678,24.62,0,0,13.118,284.5,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 19:05:00,3.35,3.03,12.4,0.08,11.97,115.82,76.12,,23.647,24.62,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 19:10:00,3.35,3.03,12.41,0.07,11.97,104,84.62,,23.627,24.62,0,0,13.116,284.4,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 19:15:00,3.35,3.03,12.38,0.06,11.99,102.83,72.41,,23.617,24.62,0,0,13.117,284.4,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 19:20:00,3.35,3.03,12.33,0.06,12,100.63,72.9,,23.587,24.52,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 19:25:00,3.35,3.03,12.37,0.09,11.97,99.66,67.29,,23.587,24.52,0,0,13.118,284.4,7.78,70.95,7.45,1.21,11.21,,,
2021-07-08 19:30:00,3.35,3.03,12.4,0.09,11.98,102.64,71.92,,23.587,24.52,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 19:35:00,3.35,3.03,12.39,0.07,11.99,96.53,69.29,,23.617,24.52,0,0,13.118,284.4,7.78,70.96,7.45,1.21,11.21,,,
2021-07-08 19:40:00,3.35,3.03,12.36,0.08,12,96.73,68.41,,23.627,24.51,0,0,13.117,284.4,7.78,70.88,7.44,1.21,11.21,,,
2021-07-08 19:45:00,3.35,3.03,12.38,0.1,12,99.17,70.17,,23.627,24.51,0,0,13.117,284.4,7.78,70.94,7.45,1.21,11.21,,,
2021-07-08 19:50:00,3.35,3.03,12.38,0.06,12.01,98.44,67.58,,23.627,24.51,0,0,13.118,284.5,7.78,70.96,7.45,1.21,11.21,,,
2021-07-08 19:55:00,3.35,3.03,12.41,0.08,11.97,102.49,72.85,,23.627,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:00:00,3.35,3.03,12.39,0.06,12,104.93,75.24,,23.627,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.21,,,
2021-07-08 20:05:00,3.35,3.03,12.39,0.08,12.01,98.83,69.87,,23.627,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:10:00,3.35,3.03,12.38,0.07,11.98,98.14,71.48,,23.658,24.51,0,0,0,0,7.78,70.11,7.24,1.21,11.2,,,
2021-07-08 20:15:00,3.35,3.03,12.39,0.08,12,101.46,71.92,,23.688,24.51,0,0,0,0,7.78,70.1,7.24,1.21,11.21,,,
2021-07-08 20:20:00,3.35,3.03,12.37,0.08,11.98,102.05,73.29,,23.738,24.51,0,0,0,0,7.78,70.11,7.24,1.21,11.21,,,
2021-07-08 20:25:00,3.35,3.03,12.39,0.06,11.99,102.69,72.95,,23.768,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:30:00,3.35,3.03,12.38,0.06,12.01,111.62,76.81,,23.829,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:35:00,3.35,3.03,12.38,0.07,11.99,98.58,71.34,,23.869,24.5,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:40:00,3.35,3.03,12.38,0.04,11.99,104.39,75.54,,23.909,24.5,0,0,0,0,7.78,70.07,7.24,1.21,11.21,,,
2021-07-08 20:45:00,3.35,3.03,12.36,0.09,12,103.27,73.19,,23.929,24.6,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 20:50:00,3.35,3.03,12.38,0.09,11.99,101.81,71.63,,23.95,24.6,0,0,0,0,7.78,70.09,7.24,1.21,11.2,,,
2021-07-08 20:55:00,3.35,3.03,12.37,0.07,11.99,101.32,70.31,,23.929,24.6,0,0,0,0,7.78,70.09,7.24,1.21,11.2,,,
2021-07-08 21:00:00,3.35,3.03,12.39,0.06,12,101.51,73.34,,23.929,24.6,0,0,0,0,7.78,70.08,7.24,1.21,11.21,,,
2021-07-08 21:05:00,3.35,3.03,12.37,0.06,12,103.56,75.15,,23.869,24.6,0,0,0,0,7.78,70.1,7.24,1.21,11.21,,,
2021-07-08 21:10:00,3.35,3.03,12.37,0.09,11.99,99.02,74.71,,23.859,24.62,0,0,0,0,7.78,70.1,7.24,1.21,11.2,,,
2021-07-08 21:15:00,3.35,3.03,12.37,0.09,11.98,101.95,71.92,,23.829,24.62,0,0,0,0,7.78,70.08,7.24,1.21,11.21,,,
2021-07-08 21:20:00,3.35,3.03,12.37,0.08,11.99,100.2,73.14,,23.778,24.62,0,0,0,0,7.78,70.1,7.24,1.21,11.21,,,
2021-07-08 21:25:00,3.35,3.03,12.37,0.07,11.98,98.88,74.27,,23.758,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 21:30:00,3.35,3.03,12.4,0.06,12,102.64,72.75,,23.708,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.21,,,
2021-07-08 21:35:00,3.35,3.03,12.36,0.06,11.99,99.41,71.83,,23.678,24.62,0,0,0,0,7.78,70.07,7.24,1.21,11.21,,,
2021-07-08 21:40:00,3.35,3.03,12.38,0.08,11.96,103.66,72.85,,23.647,24.62,0,0,0,0,7.78,70.08,7.24,1.21,11.2,,,
2021-07-08 21:45:00,3.35,3.03,12.38,0.07,11.98,97.31,71.53,,23.627,24.62,0,0,0,0,7.78,70.07,7.24,1.21,11.21,,,
2021-07-08 21:50:00,3.35,3.03,12.4,0.07,11.98,91.02,62.79,,23.627,24.51,0,0,0,0,7.78,70.07,7.24,1.21,11.21,,,
2021-07-08 21:55:00,3.35,3.03,12.4,0.06,11.97,91.55,66.16,,23.658,24.51,0,0,0,0,7.78,70.06,7.24,1.21,11.23,,,
2021-07-08 22:00:00,3.35,3.03,12.4,0.08,11.99,99.61,79,,23.688,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 22:05:00,3.35,3.03,12.36,0.06,11.99,92.58,67.87,,23.708,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.24,,,
2021-07-08 22:10:00,3.35,3.03,12.38,0.08,11.98,100.15,81.59,,23.728,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.2,,,
2021-07-08 22:15:00,3.35,3.03,12.4,0.08,11.98,91.36,64.06,,23.708,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.24,,,
2021-07-08 22:20:00,3.35,3.03,12.4,0.06,11.98,99.27,81.54,,23.708,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.24,,,
2021-07-08 22:25:00,3.35,3.03,12.38,0.07,11.97,114.26,76.17,,23.688,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 22:30:00,3.35,3.03,12.41,0.1,11.99,116.36,77.98,,23.688,24.62,0,0,0,0,7.78,70.1,7.24,1.21,11.24,,,
2021-07-08 22:35:00,3.35,3.03,12.41,0.07,11.99,92.29,70.36,,23.678,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.23,,,
2021-07-08 22:40:00,3.35,3.03,12.41,0.06,11.99,93.16,67.04,,23.678,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.23,,,
2021-07-08 22:45:00,3.35,3.03,12.37,0.07,11.99,100.54,77.1,,23.708,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 22:50:00,3.35,3.03,12.41,0.08,11.99,97.56,77.44,,23.738,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.24,,,
2021-07-08 22:55:00,3.35,3.03,12.4,0.04,11.99,112.11,82.57,,23.768,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 23:00:00,3.35,3.03,12.4,0.07,11.99,111.87,83.89,,23.758,24.51,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 23:05:00,3.35,3.03,12.37,0.09,11.98,109.28,84.08,,23.738,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.23,,,
2021-07-08 23:10:00,3.35,3.03,12.37,0.09,11.99,92.87,69.19,,23.738,24.62,0,0,0,0,7.78,70.1,7.24,1.21,11.23,,,
2021-07-08 23:15:00,3.35,3.03,12.41,0.07,12,98.29,79.64,,23.758,24.62,0,0,0,0,7.78,70.09,7.24,1.21,11.23,,,
2021-07-08 23:20:00,3.35,3.03,12.38,0.09,12,101.61,82.23,,23.799,24.62,0,0,0,0,7.78,70.1,7.24,1.21,11.23,,,
2021-07-08 23:25:00,3.35,3.03,12.36,0.1,11.98,106.3,83.15,,23.839,24.51,0,0,0,0,7.78,70.09,7.24,1.21,11.23,,,
2021-07-08 23:30:00,3.35,3.03,12.4,0.06,12,99.32,79.64,,23.869,24.5,0,0,0,0,7.78,70.1,7.24,1.21,11.23,,,
2021-07-08 23:35:00,3.35,3.03,12.37,0.05,11.97,105.71,83.84,,23.919,24.6,0,0,0,0,7.78,70.08,7.24,1.21,11.23,,,
2021-07-08 23:40:00,3.35,3.03,12.35,0.06,11.97,93.16,69.09,,23.95,24.6,0,0,0,0,7.78,70.1,7.24,1.21,11.23,,,
2021-07-08 23:45:00,3.35,3.03,12.38,0.07,11.99,108.74,80.47,,23.98,24.6,0,0,0,0,7.78,70.1,7.24,1.21,11.23,,,
2021-07-08 23:50:00,3.35,3.03,12.39,0.08,11.99,92.92,70.65,,24.01,24.6,0,0,0,0,7.78,70.11,7.24,1.21,11.24,,,
2021-07-08 23:55:00,3.35,3.03,12.39,0.06,11.99,98.44,80.03,,24.03,24.6,0,0,0,0,7.78,70.11,7.24,1.21,11.23,,,
2021-07-09 00:00:00,3.35,3.03,12.38,0.07,11.99,94.34,64.36,,24.06,24.6,0,0,0,0,7.78,70.1,7.24,1.21,11.24,,,
2021-07-09 00:05:00,3.34,3.03,12.38,0.07,11.98,93.12,63.62,,24.06,24.6,0,0,0,0,7.78,70.11,7.24,1.21,11.2,,,
