Site,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temperature,Internal Humidity,Signal Strength,Signal Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODOSat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,[2] CTD Temp,[2] CTD Level,[2] CTD Sp Cond
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm
03-01-2022 0:00:00,3.35,2.99,12.35,0.05,11.99,97.36,69.58,,16.286,24.48,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.2,13.2,422.2,260
03-01-2022 0:05:00,3.35,2.99,12.36,0.05,12,97.61,68.36,,16.386,24.48,0,0,13.148,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419.1,260
03-01-2022 0:10:00,3.35,2.99,12.36,0.07,11.99,98.73,68.26,,16.487,24.57,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.2,13.2,421.3,260
03-01-2022 0:15:00,3.35,2.99,12.38,0.06,12,93.31,68.41,,16.537,24.57,0,0,13.148,290.2,7.8,70.67,7.42,1.21,11.2,13.21,419.7,260
03-01-2022 0:20:00,3.35,2.99,12.38,0.08,12,94.04,73.93,,16.608,24.68,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419.7,260
03-01-2022 0:25:00,3.35,2.99,12.37,0.06,11.97,97.8,68.7,,16.678,24.66,0,0,13.15,290.2,7.8,70.67,7.41,1.21,11.2,13.21,419.2,260
03-01-2022 0:30:00,3.35,2.99,12.34,0.07,11.97,98.39,69.78,,16.689,24.66,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,420.1,260
03-01-2022 0:35:00,3.35,2.99,12.37,0.05,12.01,98.14,71.24,,16.719,24.76,0,0,13.148,290.2,7.79,70.67,7.42,1.2,11.19,13.21,422.2,260
03-01-2022 0:40:00,3.35,2.99,12.38,0.07,12.01,98.24,70.26,,16.709,24.76,0,0,13.149,290.2,7.79,70.68,7.42,1.21,11.19,13.21,419.6,260
03-01-2022 0:45:00,3.35,2.99,12.39,0.06,11.99,93.6,68.31,,16.709,24.76,0,0,13.15,290.3,7.8,70.67,7.42,1.21,11.2,13.21,421.9,260
03-01-2022 0:50:00,3.35,2.99,12.38,0.05,11.97,115.23,88.67,,16.709,24.76,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.5,260
03-01-2022 0:55:00,3.35,2.99,12.38,0.05,11.98,117.24,78.96,,16.689,24.76,0,0,13.15,290.2,7.8,70.67,7.42,1.21,11.19,13.21,421.1,260
03-01-2022 1:00:00,3.35,2.99,12.4,0.04,11.99,113.33,83.35,,16.709,24.76,0,0,13.15,290.2,7.8,70.66,7.41,1.21,11.19,13.21,420.1,260
03-01-2022 1:05:00,3.35,2.99,12.34,0.06,11.99,115.04,87.84,,16.689,24.76,0,0,13.15,290.1,7.8,70.68,7.42,1.21,11.2,13.21,420.2,260
03-01-2022 1:10:00,3.35,2.99,12.39,0.05,11.98,114.26,74.41,,16.678,24.87,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.4,260
03-01-2022 1:15:00,3.35,2.99,12.4,0.06,11.98,115.23,86.47,,16.678,24.76,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.18,13.21,420.1,260
03-01-2022 1:20:00,3.35,2.99,12.39,0.07,11.99,94.63,68.65,,16.608,24.88,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,420.3,260
03-01-2022 1:25:00,3.35,2.99,12.36,0.07,11.99,99.9,71.39,,16.598,24.88,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419.9,260
03-01-2022 1:30:00,3.35,2.99,12.38,0.07,11.99,114.99,77.44,,16.568,24.88,0,0,13.15,290.2,7.8,70.67,7.42,1.21,11.2,13.21,420,260
03-01-2022 1:35:00,3.35,2.99,12.36,0.06,11.98,113.72,88.62,,16.558,24.77,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.2,13.21,420.4,260
03-01-2022 1:40:00,3.35,2.99,12.41,0.08,11.99,113.92,88.67,,16.527,24.77,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,420.3,260
03-01-2022 1:45:00,3.35,2.99,12.38,0.06,11.98,114.84,87.55,,16.507,24.77,0,0,13.15,290.2,7.8,70.67,7.42,1.21,11.19,13.21,418.2,260
03-01-2022 1:50:00,3.35,2.99,12.34,0.05,11.98,104.15,72.46,,16.467,24.77,0,0,13.148,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.4,260
03-01-2022 1:55:00,3.35,2.99,12.39,0.04,11.98,94.68,70.31,,16.417,24.77,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,420.7,260
03-01-2022 2:00:00,3.35,2.99,12.4,0.06,11.98,113.53,87.11,,16.376,24.79,0,0,13.148,290.2,7.8,70.67,7.42,1.21,11.19,13.21,421.9,260
03-01-2022 2:05:00,3.35,2.99,12.35,0.04,12,106.3,74.95,,16.356,24.79,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.2,13.21,420.7,260
03-01-2022 2:10:00,3.35,2.99,12.39,0.04,11.99,114.55,84.47,,16.316,24.79,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.2,13.21,420.2,260
03-01-2022 2:15:00,3.35,2.99,12.4,0.04,12,97.22,68.7,,16.316,24.79,0,0,13.151,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419,260
03-01-2022 2:20:00,3.35,2.99,12.36,0.05,11.98,117.77,78.52,,16.326,24.69,0,0,13.151,290.1,7.8,70.68,7.42,1.21,11.2,13.21,419.3,260
03-01-2022 2:25:00,3.35,2.99,12.4,0.05,11.99,114.99,82.91,,16.346,24.69,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419,260
03-01-2022 2:30:00,3.35,2.99,12.41,0.07,12,109.86,72.46,,16.376,24.69,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.1,260
03-01-2022 2:35:00,3.35,2.99,12.38,0.07,12.01,104.1,71.24,,16.386,24.69,0,0,13.15,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419.3,260
03-01-2022 2:40:00,3.35,2.99,12.38,0.05,11.98,110.64,85.01,,16.376,24.69,0,0,13.149,290.1,7.79,70.67,7.42,1.21,11.19,13.21,420.5,260
03-01-2022 2:45:00,3.35,2.99,12.38,0.06,11.99,114.99,84.52,,16.376,24.69,0,0,13.15,290.2,7.79,70.68,7.42,1.21,11.18,13.21,420,260
03-01-2022 2:50:00,3.35,2.99,12.42,0.06,12.01,111.96,74.02,,16.386,24.69,0,0,13.148,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.9,260
03-01-2022 2:55:00,3.35,2.99,12.4,0.06,11.97,114.01,88.67,,16.376,24.69,0,0,13.149,290.3,7.8,70.68,7.42,1.21,11.2,13.21,420.2,260
03-01-2022 3:00:00,3.35,2.99,12.37,0.07,11.99,110.89,86.52,,16.376,24.79,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419,260
03-01-2022 3:05:00,3.35,2.99,12.37,0.05,11.99,118.41,85.55,,16.376,24.69,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419.2,260
03-01-2022 3:10:00,3.35,2.99,12.35,0.06,11.99,116.99,86.72,,16.346,24.79,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419.7,260
03-01-2022 3:15:00,3.35,2.99,12.39,0.08,12.01,94.29,74.41,,16.316,24.79,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419.5,260
03-01-2022 3:20:00,3.35,2.99,12.35,0.04,11.99,112.55,76.07,,16.286,24.69,0,0,13.15,290.3,7.8,70.68,7.42,1.21,11.2,13.21,420.4,260
03-01-2022 3:25:00,3.35,2.99,12.4,0.07,12,114.84,82.08,,16.225,24.79,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,420.2,260
03-01-2022 3:30:00,3.35,2.99,12.4,0.06,11.98,111.77,75.1,,16.195,24.79,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.2,13.21,420.2,260
03-01-2022 3:35:00,3.35,2.99,12.39,0.03,12,92.58,70.51,,16.165,24.69,0,0,13.148,290.2,7.8,70.67,7.42,1.21,11.19,13.21,420.5,260
03-01-2022 3:40:00,3.35,2.99,12.37,0.04,11.99,103.61,72.71,,16.135,24.69,0,0,13.15,290.1,7.8,70.68,7.42,1.21,11.2,13.21,418.3,260
03-01-2022 3:45:00,3.35,2.98,12.39,0.06,11.99,108.4,83.45,,16.104,24.69,0,0,13.15,290.1,7.8,70.68,7.42,1.21,11.2,13.21,420.2,260
03-01-2022 3:50:00,3.35,2.99,12.4,0.03,11.98,94.53,69.14,,16.044,24.69,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419.3,260
03-01-2022 3:55:00,3.35,2.99,12.39,0.08,11.99,114.21,82.13,,16.004,24.69,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.2,13.21,420.4,260
03-01-2022 4:00:00,3.35,2.99,12.39,0.07,11.99,99.12,71.09,,15.943,24.71,0,0,13.149,290.1,7.8,70.69,7.42,1.21,11.19,13.21,421.1,260
03-01-2022 4:05:00,3.35,2.99,12.38,0.07,12,105.03,71.88,,15.883,24.71,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419.7,260
03-01-2022 4:10:00,3.35,2.99,12.42,0.07,11.99,98.63,82.23,,15.833,24.61,0,0,13.149,290.2,7.8,70.65,7.41,1.21,11.19,13.21,418.4,250
03-01-2022 4:15:00,3.35,2.99,12.37,0.06,11.99,112.4,86.77,,15.772,24.61,0,0,13.148,290.2,7.8,70.68,7.42,1.21,11.19,13.21,419.5,250
03-01-2022 4:20:00,3.35,2.99,12.35,0.06,11.99,108.45,75.68,,15.722,24.61,0,0,13.149,290.1,7.8,70.68,7.42,1.21,11.19,13.21,420.1,250
03-01-2022 4:25:00,3.35,2.99,12.37,0.09,11.98,109.57,72.71,,15.702,24.62,0,0,13.149,290.1,7.8,70.67,7.42,1.21,11.19,13.21,419,250
03-01-2022 4:30:00,3.35,2.99,12.38,0.08,11.99,110.3,75.88,,15.651,24.62,0,0,13.147,290.2,7.8,70.67,7.42,1.21,11.19,13.21,418.6,270
03-01-2022 4:35:00,3.35,2.99,12.39,0.07,12.01,105.91,72.95,,15.621,24.52,0,0,13.15,290.2,7.8,70.67,7.42,1.21,11.19,13.21,418.4,270
03-01-2022 4:40:00,3.35,2.99,12.36,0.07,11.99,109.96,87.45,,15.591,24.52,0,0,13.149,290.2,7.8,70.67,7.42,1.21,11.19,13.21,419,270
03-01-2022 4:45:00,3.35,2.99,12.4,0.06,12,114.45,86.57,,15.591,24.52,0,0,13.15,290.2,7.8,70.69,7.42,1.21,11.19,13.21,418.8,270
03-01-2022 4:50:00,3.35,2.99,12.39,0.04,12,97.75,71.39,,15.571,24.52,0,0,13.148,290.2,7.8,70.67,7.42,1.21,11.2,13.21,417.5,270
03-01-2022 4:55:00,3.35,2.99,12.38,0.08,12,94.19,71.48,,15.551,24.52,0,0,13.149,290.2,7.8,70.68,7.42,1.21,11.19,13.21,417.9,270
03-01-2022 5:00:00,3.35,2.99,12.38,0.06,11.99,111.28,75.34,,15.52,24.52,0,0,13.149,290.2,7.79,70.67,7.42,1.21,11.19,13.21,416.9,270
03-01-2022 5:05:00,3.35,2.99,12.37,0.06,12,112.89,75.29,,15.52,24.52,0,0,13.15,290.2,7.8,70.68,7.42,1.21,11.19,13.21,418.7,270
03-01-2022 5:10:00,3.35,2.99,12.35,0.08,11.99,117.09,78.37,,15.52,24.52,0,0,13.15,290.2,7.8,70.69,7.42,1.21,11.18,13.21,419,270
