Site,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temp,Internal Humidity,Cell Signal Strength,Cell Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODO Sat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,CTD2 Temp,CTD2 Level,CTD2 Sp Cond,CTD2 Salinity,C3 Rhodamine,C3 Fluorescein,C3 PTSA,C3 Temp
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm,PPT,ppb,ppb,ppb,C
08-01-2023 6:45:00,3.4,3,12,0.1,12,262.9,233,,22.32,34.4,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,207.4,270,0.13,0.04,0.07,0,13.01
08-01-2023 7:00:00,3.4,3,12,0.1,12,263.5,232.4,,22.29,34.3,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,206.4,270,0.13,0.37,0.2,0,13.01
08-01-2023 7:15:00,3.4,3,12.1,0.1,12,263.2,234.3,,22.29,34.3,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,206.8,270,0.13,0.59,0.14,0,13.02
08-01-2023 7:30:00,3.4,3,12.1,0.1,12,264.2,232.9,,22.26,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,208.6,270,0.13,1.39,0.09,0,13.01
08-01-2023 7:45:00,3.4,3,12,0.1,12,264.8,234,,22.22,34.3,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,205.8,270,0.13,0.06,0.16,0,13.02
08-01-2023 8:00:00,3.4,3,12.1,0.1,12,265.3,233.5,,22.17,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.1,270,0.13,0.02,0,0,13.01
08-01-2023 8:15:00,3.4,3,12.1,0.1,12,261.6,233.6,,22.11,34.3,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208.7,270,0.13,0.01,0,0,13.01
08-01-2023 8:30:00,3.4,3,12,0.1,12,265.1,235,,22.06,34.3,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,207.6,270,0.13,0.04,0,0,13.01
08-01-2023 8:45:00,3.4,3,12,0.1,12,263.5,234.5,,22.07,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.9,270,0.13,0.19,0.02,0,13.01
08-01-2023 9:00:00,3.4,3,12.1,0.1,12,262.5,234.3,,22.1,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,208.7,270,0.13,0.4,0.15,0,13.01
08-01-2023 9:15:00,3.4,3,12,0.1,12,262.9,233,,22.04,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,209,270,0.13,0.55,0,0,13.01
08-01-2023 9:30:00,3.4,3,12,0.1,12,262.5,232.9,,21.96,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,210.4,270,0.13,1.15,0,0,13.01
08-01-2023 9:45:00,3.4,3,12.1,0.1,12,264.4,233.9,,21.92,34.2,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207,270,0.13,0.02,0,0,13.01
08-01-2023 10:00:00,3.4,3,12,0.1,12,266.2,235.1,,21.86,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,207.8,270,0.13,0.02,0.06,0,13.01
08-01-2023 10:15:00,3.4,3,12,0.1,12,262.9,233.1,,21.86,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208,270,0.13,0.11,0,0,13.01
08-01-2023 10:30:00,3.4,3,12,0.1,12,263.9,233.8,,21.81,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,206.2,270,0.13,0.06,0.03,0,13.02
08-01-2023 10:45:00,3.4,3,12,0.1,12,266,236.5,,21.77,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,207.6,270,0.13,0.02,0,0,13.01
08-01-2023 11:00:00,3.4,3,12,0.1,12,262.6,234,,21.73,34.2,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208.3,270,0.13,0.03,0.08,0,13.01
08-01-2023 11:15:00,3.4,3,12,0.1,12,262.9,232.9,,21.64,34.1,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,209.3,270,0.13,0.11,0.12,0,13.01
08-01-2023 11:30:00,3.4,3,12,0.1,12,263.6,230.2,,21.66,34.1,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.2,270,0.13,0.13,0.18,0,13.01
08-01-2023 11:45:00,3.4,3,12.1,0.1,12,263.3,234.2,,21.67,34.1,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.5,270,0.13,0.06,0.55,0,13.01
08-01-2023 12:00:00,3.4,3,12,0.1,12,264.8,234.2,,21.72,34.1,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,208.3,270,0.13,0.28,0.26,0,13.01
08-01-2023 12:15:00,3.4,3,12.1,0.1,12,264.4,233.6,,21.73,34.1,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.4,270,0.13,0.64,0.25,0,13.01
08-01-2023 12:30:00,3.4,3,12,0.1,12,261.7,233.4,,21.73,34.1,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,206.6,270,0.13,0.01,0.46,0,13.01
08-01-2023 12:45:00,3.4,3,12.1,0.1,12,263.8,233.5,,21.76,34.1,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,207.7,270,0.13,0.04,0.87,0,13.01
08-01-2023 13:00:00,3.4,3,12,0.1,12,264.2,233.7,,21.75,34.1,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.8,270,0.13,0.19,0.03,0,13.01
08-01-2023 13:15:00,3.4,3,12,0.1,12,263.6,233.6,,21.77,34.1,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,208,270,0.13,0.03,0.05,0,13.01
08-01-2023 13:30:00,3.4,3,12,0.1,12,264.7,233.5,,21.81,34.1,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,207.4,270,0.13,0.02,0.07,0,13.01
08-01-2023 13:45:00,3.4,3,12.1,0.1,12,264.8,235.9,,21.83,34.1,0,0,13.2,263,7.68,68.6,7.18,1.25,11.2,13.27,206.2,270,0.13,0.04,0,0,13.01
08-01-2023 14:00:00,3.4,3,12.1,0.1,12,261.5,233.6,,21.84,34.1,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.2,270,0.13,0.11,0,0,13.01
08-01-2023 14:15:00,3.4,3,12,0.1,12,262.5,233.1,,21.89,34.1,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208.4,270,0.13,0.33,0,0,13.01
08-01-2023 14:30:00,3.4,3,12,0.1,12,266.7,239.4,,21.93,34.2,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,206,270,0.13,0.34,0,0,13.01
08-01-2023 14:45:00,3.4,3,12,0.1,12,265.4,236.7,,21.96,34.2,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,208.3,270,0.13,0.01,0,0,13.02
08-01-2023 15:00:00,3.4,3,12,0.1,12,265.6,235.6,,21.99,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,209.2,270,0.13,0.01,0,0,13.02
08-01-2023 15:15:00,3.4,3,12.1,0.1,12,266.4,236.6,,22.04,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.4,270,0.13,0.02,0,0,13.02
08-01-2023 15:30:00,3.4,3,12,0.1,12,263.9,233.9,,22.07,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,205.9,270,0.13,0.02,0.05,0,13.02
08-01-2023 15:45:00,3.4,3,12.1,0.1,12,266.9,235.3,,22.11,34.2,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206,270,0.13,0.06,0.29,0,13.01
08-01-2023 16:00:00,3.4,3,12,0.1,12,266.4,234,,22.13,34.3,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.1,270,0.13,0.21,0.6,0,13.02
08-01-2023 16:15:00,3.4,3,12,0.1,12,265.4,233.9,,22.13,34.3,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,205.6,270,0.13,0.22,0.53,0,13.01
08-01-2023 16:30:00,3.4,3,12.1,0.1,12,265.6,235.3,,22.14,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.6,270,0.13,0.46,0,0,13.01
08-01-2023 16:45:00,3.4,3,12,0.1,12,265.6,235.2,,22.17,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.4,270,0.13,0.24,0,0,13.02
08-01-2023 17:00:00,3.4,3,12,0.1,12,265.6,236.5,,22.22,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.7,270,0.13,0.01,0.02,0,13.02
08-01-2023 17:15:00,3.4,3,12,0.1,12,265.8,237.9,,22.25,34.3,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,207.8,270,0.13,0.06,0.05,0,13.02
08-01-2023 17:30:00,3.4,3,12,0.1,12,266.2,236.2,,22.3,34.3,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,208.5,270,0.13,0.03,0.22,0,13.01
08-01-2023 17:45:00,3.4,3,12,0.1,12,263.6,234.9,,22.32,34.3,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208.3,270,0.13,0.07,0,0,13.01
08-01-2023 18:00:00,3.4,3,12,0.1,12,266.7,234.4,,22.3,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.9,270,0.13,0.22,0.12,0,13.02
08-01-2023 18:15:00,3.4,3,12.1,0.1,12,264,234.6,,22.32,34.3,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,208.6,270,0.13,0.52,0.31,0,13.02
08-01-2023 18:30:00,3.4,3,12.1,0.1,12,265.5,234.4,,22.33,34.3,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,208.8,270,0.13,0.49,0.79,0,13.02
08-01-2023 18:45:00,3.4,3,12.1,0.1,12,265.9,234.2,,22.41,34.3,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.1,270,0.13,0.37,1.18,0,13.02
08-01-2023 19:00:00,3.4,3,12,0,12,268.7,237.2,,22.44,34.4,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,207.9,270,0.13,0.9,1.34,0,13.02
08-01-2023 19:15:00,3.4,3,12.1,0.1,12,268.3,236,,22.45,34.4,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,208.3,270,0.13,0.02,1.86,0,13.02
08-01-2023 19:30:00,3.4,3,12,0.1,12,266.9,233.2,,22.44,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,209.6,270,0.13,0.04,0,0,13.01
08-01-2023 19:45:00,3.4,3,12.1,0.1,12,262.2,233,,22.45,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,211.4,270,0.13,0.16,0,0,13.02
08-01-2023 20:00:00,3.4,3,12,0.1,12,264.9,233.4,,22.45,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,210.9,270,0.13,0.06,0,0,13.02
08-01-2023 20:15:00,3.4,3,12,0.1,12,262.4,233.2,,22.48,34.4,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,211.7,270,0.13,0.13,0.12,0,13.02
08-01-2023 20:30:00,3.4,3,12.1,0.1,12,265.4,235.7,,22.53,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,211.6,270,0.13,0.24,0.17,0,13.02
08-01-2023 20:45:00,3.4,3,12,0.1,12,264.5,234.1,,22.54,34.4,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,210.5,270,0.13,0.55,0.29,0,13.02
08-01-2023 21:00:00,3.4,3,12,0.1,12,263.7,235,,22.55,34.4,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.6,270,0.13,0.01,0.25,0,13.02
08-01-2023 21:15:00,3.4,3,12.1,0.1,12,263.5,233.5,,22.54,34.4,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,205.6,270,0.13,0.03,0,0,13.01
08-01-2023 21:30:00,3.4,3,12,0.1,12,263,233.6,,22.55,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,206.3,270,0.13,0.05,0.03,0,13.02
08-01-2023 21:45:00,3.4,3,12,0.1,12,266.3,234.4,,22.55,34.4,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,207.1,270,0.13,0.06,0.16,0,13.02
08-01-2023 22:00:00,3.4,3,12,0.1,12,264.2,233.8,,22.57,34.4,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,208.2,280,0.13,0.13,0,0,13.02
08-01-2023 22:15:00,3.4,3,12,0.1,12,267.1,234.4,,22.6,34.4,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,209.2,270,0.13,0.22,0,0,13.01
08-01-2023 22:30:00,3.4,3,12,0.1,12,266.8,236.3,,22.62,34.4,0,0,13.2,263,7.68,68.7,7.2,1.25,11.2,13.27,209.6,270,0.13,0.17,0.02,0,13.02
08-01-2023 22:45:00,3.4,3,12,0.1,12,265.3,235.1,,22.62,34.5,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,208.5,270,0.13,0.48,0.1,0,13.02
08-01-2023 23:00:00,3.4,3,12,0.1,12,265.6,236.5,,22.65,34.5,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,207.4,270,0.13,0.01,0.27,0,13.01
08-01-2023 23:15:00,3.4,3,12.1,0.1,12,268.4,235.5,,22.65,34.5,0,0,13.2,263,7.68,68.7,7.2,1.24,11.2,13.27,208.1,270,0.13,0.07,0.27,0,13.02
08-01-2023 23:30:00,3.4,3,12,0.1,12,265.4,234.9,,22.66,34.4,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,207.9,270,0.13,0.2,0.41,0,13.02
08-01-2023 23:45:00,3.4,3,12,0.1,12,266.4,234.7,,22.66,34.5,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,206.9,270,0.13,0.06,0.58,0,13.01
08-02-2023 0:00:00,3.4,3,12.1,0.1,12,265.5,232.3,,22.68,34.5,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,210.6,270,0.13,0.24,0.72,0,13.01
08-02-2023 0:15:00,3.4,3,12,0.1,12,265.4,235.4,,22.66,34.5,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,207.8,270,0.13,0.03,0,0,13.02
08-02-2023 0:30:00,3.4,3,12,0.1,12,264.7,233.9,,22.69,34.5,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,208.2,270,0.13,0.23,0.01,0,13.01
08-02-2023 0:45:00,3.4,3,12,0.1,12,265.8,235.1,,22.68,34.5,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,207.3,270,0.13,0.65,0,0,13.01
08-02-2023 1:00:00,3.4,3,12,0.1,12,266.6,234.9,,22.66,34.5,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,209.4,270,0.13,0.01,0.01,0,13.01
08-02-2023 1:15:00,3.4,3,12,0.1,12,265.6,234.5,,22.66,34.5,0,0,13.21,263,7.68,68.6,7.19,1.24,11.2,13.27,209.4,270,0.13,0.08,0,0,13.01
