Site,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy,X2 Legacy
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temperature,Internal Humidity,Signal Strength,Signal Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODOSat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,[2] CTD Temp,[2] CTD Level,[2] CTD Sp Cond
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm
10-01-2021 0:00:00,3.35,3.03,12.37,0.07,11.99,99.37,70.31,,24.383,26.47,0,0,13.142,296,7.68,68.63,7.2,1.21,11.2,,,
10-01-2021 1:00:00,3.35,3.03,12.39,0.07,11.99,99.66,71.63,,24.403,26.37,0,0,13.142,296.1,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 2:00:00,3.35,3.03,12.37,0.08,12.01,99.8,71.44,,25.027,26.34,0,0,13.142,296,7.68,68.63,7.2,1.21,11.21,,,
10-01-2021 3:00:00,3.35,3.03,12.39,0.09,11.98,101.27,71.83,,25.38,26.62,0,0,13.142,296,7.69,68.62,7.2,1.21,11.21,,,
10-01-2021 4:00:00,3.35,3.03,12.37,0.08,11.98,94.43,69.87,,25.279,26.73,0,0,13.142,296,7.68,68.63,7.2,1.21,11.2,,,
10-01-2021 5:00:00,3.35,3.03,12.42,0.08,12.01,97.22,69.34,,25.541,26.5,0,0,13.142,296,7.69,68.63,7.2,1.21,11.19,,,
10-01-2021 6:00:00,3.35,3.03,12.36,0.06,12,99.27,70.65,,25.168,26.43,0,0,13.142,296,7.67,68.64,7.2,1.21,11.21,,,
10-01-2021 7:00:00,3.35,3.03,12.4,0.09,11.98,98.19,72.51,,24.584,26.45,0,0,13.142,295.9,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 8:00:00,3.35,3.03,12.38,0.07,11.99,102,71.83,,24.755,26.56,0,0,13.142,295.9,7.67,68.63,7.2,1.21,11.2,,,
10-01-2021 9:00:00,3.35,3.03,12.37,0.06,11.99,101.95,71.68,,25.138,26.73,0,0,13.142,295.9,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 10:00:00,3.35,3.03,12.4,0.06,11.97,101.07,71.88,,25.581,26.5,0,0,13.142,295.8,7.67,68.63,7.2,1.21,11.2,,,
10-01-2021 11:00:00,3.35,3.03,12.39,0.08,12.01,99.46,70.95,,25.027,26.44,0,0,13.142,295.8,7.69,68.63,7.2,1.21,11.21,,,
10-01-2021 12:00:00,3.35,3.03,12.37,0.05,12,100.78,71.39,,24.473,26.47,0,0,13.142,295.8,7.68,68.64,7.2,1.21,11.2,,,
10-01-2021 13:00:00,3.35,3.03,12.39,0.09,11.99,100.49,71.73,,25.007,26.34,0,0,13.142,295.8,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 14:00:00,3.35,3.03,12.4,0.07,11.99,100.05,71.97,,24.916,26.34,0,0,13.142,295.8,7.69,68.63,7.2,1.21,11.21,,,
10-01-2021 15:00:00,3.35,3.03,12.39,0.09,11.99,101.07,69.87,,25.359,26.52,0,0,13.142,295.8,7.68,68.63,7.2,1.21,11.2,,,
10-01-2021 16:00:00,3.35,3.03,12.36,0.07,12,94.24,69.58,,24.775,26.56,0,0,13.142,295.7,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 17:00:00,3.35,3.03,12.39,0.06,11.99,101.12,71.29,,25.128,26.63,0,0,13.142,295.7,7.68,68.63,7.2,1.21,11.2,,,
10-01-2021 18:00:00,3.35,3.03,12.35,0.07,11.98,102.15,71.53,,24.705,26.56,0,0,13.142,295.7,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 19:00:00,3.35,3.03,12.36,0.04,12,101.51,71.24,,24.503,26.27,0,0,13.142,295.7,7.68,68.62,7.2,1.21,11.2,,,
10-01-2021 20:00:00,3.35,3.03,12.39,0.07,12.01,99.12,66.31,,24.604,26.45,0,0,13.142,295.6,7.68,68.63,7.2,1.21,11.2,,,
10-01-2021 21:00:00,3.35,3.03,12.36,0.06,11.99,102.39,71.97,,24.886,26.54,0,0,13.142,295.6,7.69,68.63,7.2,1.21,11.2,,,
10-01-2021 22:00:00,3.35,3.03,12.35,0.08,11.98,102.15,72.12,,24.03,26.29,0,0,13.142,295.6,7.67,68.62,7.2,1.21,11.2,,,
10-01-2021 23:00:00,3.35,3.03,12.4,0.07,12,102.78,71.48,,24.473,26.27,0,0,13.142,295.6,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 0:00:00,3.35,3.03,12.4,0.08,11.99,98.78,70.21,,24.211,26.48,0,0,13.142,295.5,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 1:00:00,3.35,3.03,12.36,0.07,11.96,99.56,71.09,,24.806,26.45,0,0,13.142,295.5,7.68,68.63,7.2,1.21,11.2,,,
10-02-2021 2:00:00,3.35,3.03,12.4,0.08,11.98,101.76,71.39,,24.725,26.56,0,0,13.142,295.5,7.69,68.62,7.2,1.21,11.2,,,
10-02-2021 3:00:00,3.35,3.03,12.38,0.07,12,99.95,71.58,,24.876,26.54,0,0,13.142,295.5,7.68,68.63,7.2,1.21,11.2,,,
10-02-2021 4:00:00,3.35,3.03,12.36,0.09,11.99,101.42,72.66,,25.057,26.54,0,0,13.142,295.5,7.69,68.63,7.2,1.21,11.21,,,
10-02-2021 5:00:00,3.35,3.03,12.35,0.08,11.99,95.8,67.04,,24.503,26.47,0,0,13.142,295.4,7.68,68.63,7.2,1.21,11.2,,,
10-02-2021 6:00:00,3.35,3.03,12.37,0.06,11.99,98.83,71.09,,25.138,26.43,0,0,13.142,295.4,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 7:00:00,3.35,3.03,12.39,0.06,11.98,101.42,71.44,,24.685,26.56,0,0,13.142,295.3,7.68,68.63,7.2,1.21,11.21,,,
10-02-2021 8:00:00,3.35,3.03,12.38,0.09,11.99,101.22,71.39,,24.423,26.37,0,0,13.142,295.4,7.69,68.63,7.2,1.21,11.21,,,
10-02-2021 9:00:00,3.35,3.03,12.35,0.07,11.98,97.41,68.7,,24.614,26.75,0,0,13.142,295.3,7.68,68.62,7.2,1.21,11.2,,,
10-02-2021 10:00:00,3.35,3.03,12.38,0.08,11.98,99.76,70.51,,25.43,26.52,0,0,13.142,295.3,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 11:00:00,3.35,3.03,12.37,0.09,11.97,100.63,70.51,,25.319,26.52,0,0,13.142,295.3,7.69,68.62,7.2,1.21,11.21,,,
10-02-2021 12:00:00,3.35,3.03,12.36,0.06,11.99,98.54,69.38,,24.111,26.48,0,0,13.142,295.3,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 13:00:00,3.35,3.03,12.4,0.07,12,99.56,71.24,,24.634,26.56,0,0,13.142,295.2,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 14:00:00,3.35,3.03,12.37,0.07,12,99.12,71.29,,24.534,26.17,0,0,13.142,295.2,7.68,68.63,7.2,1.21,11.21,,,
10-02-2021 15:00:00,3.35,3.03,12.37,0.05,11.99,100.24,71.68,,25.067,26.33,0,0,13.142,295.2,7.69,68.63,7.2,1.21,11.21,,,
10-02-2021 16:00:00,3.35,3.03,12.38,0.08,11.98,99.9,70.8,,24.171,26.28,0,0,13.142,295.1,7.68,68.63,7.2,1.21,11.2,,,
10-02-2021 17:00:00,3.35,3.03,12.36,0.06,11.98,102.73,71.53,,24.534,26.47,0,0,13.142,295.2,7.69,68.64,7.2,1.21,11.2,,,
10-02-2021 18:00:00,3.35,3.03,12.37,0.06,11.97,99.9,71.68,,24.705,26.56,0,0,13.143,295.1,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 19:00:00,3.35,3.03,12.4,0.09,11.99,101.46,71.58,,24.161,26.18,0,0,13.142,295.1,7.68,68.62,7.2,1.21,11.2,,,
10-02-2021 20:00:00,3.35,3.03,12.39,0.07,11.98,98.44,71,,24.352,26.47,0,0,13.142,295.1,7.69,68.63,7.2,1.21,11.2,,,
10-02-2021 21:00:00,3.35,3.03,12.38,0.09,12.02,96.97,70.61,,24.081,26.29,0,0,13.142,295.1,7.69,68.62,7.2,1.21,11.2,,,
10-02-2021 22:00:00,3.35,3.03,12.38,0.07,11.99,99.27,71.39,,24.03,26.2,0,0,13.143,295,7.68,68.63,7.2,1.21,11.2,,,
10-02-2021 23:00:00,3.35,3.03,12.38,0.09,11.98,99.8,71.19,,24.957,26.54,0,0,13.142,295,7.7,68.62,7.2,1.21,11.2,,,
10-03-2021 0:00:00,3.35,3.03,12.38,0.06,11.98,100.05,71.53,,24.685,26.45,0,0,13.142,295,7.68,68.62,7.2,1.21,11.2,,,
10-03-2021 1:00:00,3.35,3.03,12.38,0.06,11.98,99.02,71.58,,24.503,26.37,0,0,13.143,295,7.69,68.62,7.2,1.21,11.2,,,
10-03-2021 2:00:00,3.35,3.03,12.38,0.08,11.99,100.1,72.61,,24.906,26.64,0,0,13.143,294.9,7.68,68.62,7.2,1.21,11.2,,,
10-03-2021 3:00:00,3.35,3.03,12.37,0.05,11.98,102.83,71.68,,24.292,26.48,0,0,13.143,294.9,7.69,68.62,7.2,1.21,11.2,,,
10-03-2021 4:00:00,3.35,3.03,12.4,0.06,11.98,99.27,69.97,,24.584,26.56,0,0,13.142,294.9,7.69,68.63,7.2,1.21,11.2,,,
10-03-2021 5:00:00,3.35,3.03,12.41,0.05,11.98,100.34,71.68,,24.584,26.65,0,0,13.142,294.9,7.68,68.63,7.2,1.21,11.2,,,
10-03-2021 6:00:00,3.35,3.03,12.38,0.09,11.97,100.2,72.41,,25.259,26.33,0,0,13.143,294.9,7.69,68.62,7.2,1.21,11.2,,,
10-03-2021 7:00:00,3.35,3.03,12.36,0.1,11.99,98.58,70.85,,25.511,26.72,0,0,13.143,294.8,7.69,68.62,7.2,1.21,11.2,,,
10-03-2021 8:00:00,3.35,3.03,12.36,0.12,11.99,100.73,67.38,,25.702,26.5,0,0,13.142,294.8,7.68,68.63,7.2,1.21,11.2,,,
10-03-2021 9:00:00,3.35,3.03,12.35,0.08,11.99,102.2,72.27,,25.5,26.72,0,0,13.143,294.8,7.69,68.63,7.2,1.21,11.2,,,
10-03-2021 10:00:00,3.35,3.03,12.36,0.06,11.98,98.78,70.02,,25.38,26.72,0,0,13.143,294.7,7.69,68.62,7.2,1.21,11.21,,,
10-03-2021 11:00:00,3.35,3.03,12.4,0.07,11.99,99.51,71.92,,24.886,26.74,0,0,13.143,294.7,7.68,68.62,7.2,1.21,11.2,,,
10-03-2021 12:00:00,3.35,3.03,12.39,0.08,11.98,102.34,70.8,,25.007,26.64,0,0,13.143,294.7,7.69,68.62,7.2,1.21,11.2,,,
10-03-2021 13:00:00,3.35,3.03,12.41,0.05,11.99,100.15,71.63,,24.876,26.74,0,0,13.143,294.7,7.69,68.63,7.2,1.21,11.2,,,
10-03-2021 14:00:00,3.35,3.03,12.38,0.09,11.98,98.19,70.75,,24.916,26.44,0,0,13.143,294.7,7.68,68.63,7.2,1.21,11.2,,,
10-03-2021 15:00:00,3.35,3.03,12.4,0.08,11.99,100.49,70.31,,24.201,26.38,0,0,13.143,294.6,7.7,68.63,7.2,1.21,11.2,,,
10-03-2021 16:00:00,3.35,3.03,12.36,0.06,11.98,103.76,70.75,,23.839,26.31,0,0,13.143,294.6,7.69,68.63,7.2,1.21,11.2,,,
10-03-2021 17:00:00,3.35,3.03,12.34,0.06,11.98,97.36,69.63,,23.96,26.2,0,0,13.143,294.6,7.68,68.63,7.2,1.21,11.2,,,
10-03-2021 18:00:00,3.35,3.03,12.41,0.07,12.01,101.07,72.51,,24.876,26.44,0,0,13.143,294.6,7.7,68.63,7.2,1.21,11.21,,,
10-03-2021 19:00:00,3.35,3.03,12.38,0.08,11.98,102.15,71.14,,25.057,26.34,0,0,13.143,294.6,7.69,68.62,7.2,1.21,11.21,,,
