Site,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temp,Internal Humidity,Cell Signal Strength,Cell Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODO Sat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,CTD2 Temp,CTD2 Level,CTD2 Sp Cond,CTD2 Salinity,C3 Rhodamine,C3 Fluorescein,C3 PTSA,C3 Temp
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm,PPT,ppb,ppb,ppb,C
04-01-2024 0:00:00,3.4,3,12,0.1,12,260.6,232.7,,20.11,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.6,290,0.14,0.03,0,0.08,12.97
04-01-2024 0:15:00,3.4,3,12.1,0.1,12,263.2,235.1,,20.13,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.2,290,0.14,0.01,0,0.11,12.96
04-01-2024 0:30:00,3.4,3,12.1,0.1,12,259.7,233.6,,20.07,37.2,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,303.4,290,0.14,0.02,0,0.08,12.96
04-01-2024 0:45:00,3.4,3,12.1,0.1,12,259.5,234.2,,19.99,37.2,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,305.9,290,0.14,0.02,0,0.11,12.96
04-01-2024 1:00:00,3.4,3,12,0.1,12,261.4,233.8,,19.92,37.2,0,0,13.16,302,7.71,68.8,7.22,1.24,11.2,13.25,305.3,290,0.14,0.02,0,0.09,12.96
04-01-2024 1:15:00,3.4,3,12.1,0.1,12,262.8,234,,19.91,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.6,290,0.14,0.02,0,0.12,12.96
04-01-2024 1:30:00,3.4,3,12,0.1,12,261.6,234.4,,19.88,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,99,999990,99999000,99999,0.03,0,0.1,12.96
04-01-2024 1:45:00,3.4,3,12,0.1,12,261.5,234.8,,19.88,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.8,290,0.14,0.02,0,0.08,12.96
04-01-2024 2:00:00,3.4,3,12.1,0.1,12,262.6,233.2,,19.84,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.3,290,0.14,0.02,0,0.1,12.96
04-01-2024 2:15:00,3.4,3,12.1,0.1,12,262.2,235.6,,19.86,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.7,290,0.14,0.02,0,0.09,12.96
04-01-2024 2:30:00,3.4,3,12,0.1,12,263.1,235,,19.94,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.4,290,0.14,0.01,0,0.09,12.96
04-01-2024 2:45:00,3.4,3,12.1,0.1,12,257.6,233.2,,20.02,37.1,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,304,290,0.14,0.02,0,0.09,12.96
04-01-2024 3:00:00,3.4,3,12,0.1,12,261.3,233.7,,20.03,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.4,290,0.14,0.02,0,0.11,12.96
04-01-2024 3:15:00,3.4,3,12,0.1,12,265.2,235.8,,20.04,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,307.3,290,0.14,0.02,0,0.08,12.96
04-01-2024 3:30:00,3.4,3,12,0.1,12,261.7,233.8,,19.96,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,99,999990,99999000,99999,0.01,0,0.09,12.96
04-01-2024 3:45:00,3.4,3,12.1,0.1,12,259.6,235.8,,19.94,37.2,0,0,13.16,303,7.72,68.9,7.22,1.25,11.2,13.25,305.6,290,0.14,0.02,0,0.09,12.96
04-01-2024 4:00:00,3.4,3,12,0.1,12,257,232.4,,19.92,37.2,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,304.5,290,0.14,0.02,0,0.07,12.96
04-01-2024 4:15:00,3.4,3,12,0.1,12,259.8,233.1,,19.94,37.2,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,306.6,290,0.14,0.01,0,0.1,12.97
04-01-2024 4:30:00,3.4,3,12,0.1,12,263.4,234.6,,19.94,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.8,290,0.14,0.02,0,0.1,12.96
04-01-2024 4:45:00,3.4,3,12,0.1,12,257.8,233.9,,19.89,37.2,0,0,13.16,303,7.72,68.8,7.22,1.25,11.2,13.25,305.1,290,0.14,0.02,0,0.09,12.96
04-01-2024 5:00:00,3.4,3,12.1,0.1,12,261.5,236.4,,19.88,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.2,290,0.14,0.02,0,0.08,12.96
04-01-2024 5:15:00,3.4,3,12,0.1,12,262.3,232.8,,19.84,37.2,0,0,13.16,303,7.72,68.8,7.22,1.25,11.2,13.25,306.6,290,0.14,0.01,0,0.09,12.96
04-01-2024 5:30:00,3.4,3,12.1,0,12,262.2,234.9,,19.82,37.1,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,13.25,304.4,290,0.14,0.01,0,0.1,12.96
04-01-2024 5:45:00,3.4,3,12,0.1,12,261.7,234.7,,19.84,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.7,290,0.14,0.02,0,0.09,12.96
04-01-2024 6:00:00,3.4,3,12,0.1,12,261.1,232.1,,19.82,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.8,290,0.14,0.02,0,0.09,12.96
04-01-2024 6:15:00,3.4,3,12.1,0.1,12,259,233.4,,19.79,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.1,290,0.14,0.01,0,0.09,12.96
04-01-2024 6:30:00,3.4,3,12.1,0.1,12,262.5,233.3,,19.71,37.2,0,0,13.16,303,7.71,68.8,7.22,1.24,11.2,99,999990,99999000,99999,0.02,0,0.09,12.96
04-01-2024 6:45:00,3.4,3,12.1,0.1,12,259.3,232.5,,19.59,37.2,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,305.5,290,0.14,0.02,0,0.11,12.96
04-01-2024 7:00:00,3.4,3,12,0.1,12,261.2,233.5,,19.52,37.1,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,99,999990,99999000,99999,0.03,0,0.08,12.97
04-01-2024 7:15:00,3.4,3,12,0.1,12,262.2,234.4,,19.47,37,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,303.5,290,0.14,0.02,0,0.09,12.96
04-01-2024 7:30:00,3.4,3,12.1,0.1,12,261.7,234.4,,19.47,37,0,0,13.16,303,7.71,68.8,7.22,1.25,11.2,13.25,304.5,290,0.14,0.01,0,0.1,12.96
